player,prop,book_line,direction,model_prediction,edge,actual_value,result
Naji Marshall,PR,21.5,UNDER,13.719,-7.781000000000001,26.0,LOSS
Derrick White,PA,30.5,UNDER,22.642,-7.858,23.0,WIN
Naji Marshall,PRA,24.5,UNDER,16.522,-7.9780000000000015,35.0,LOSS
Brandon Ingram,PTS,20.5,UNDER,12.401,-8.099,17.0,WIN
Payton Pritchard,PRA,35.5,UNDER,27.321,-8.178999999999998,35.0,WIN
Keyonte George,PTS,22.5,UNDER,14.108,-8.392,32.0,LOSS
Kon Knueppel,PRA,26.5,UNDER,17.981,-8.518999999999998,27.0,LOSS
Kawhi Leonard,PA,29.5,UNDER,20.494,-9.006,38.0,LOSS
Keyonte George,PR,26.5,UNDER,17.488,-9.012,37.0,LOSS
Brandon Ingram,PR,26.5,UNDER,17.227,-9.273,27.0,LOSS
Kawhi Leonard,PR,32.5,UNDER,23.164,-9.336,40.0,LOSS
Kawhi Leonard,PTS,26.5,UNDER,17.062,-9.438,35.0,LOSS
Brandon Ingram,PA,23.5,UNDER,13.88,-9.62,24.0,LOSS
Kawhi Leonard,PRA,36.5,UNDER,26.595,-9.905,43.0,LOSS
Keyonte George,PA,29.5,UNDER,19.246,-10.254,41.0,LOSS
Brandon Ingram,PRA,29.5,UNDER,18.705,-10.795000000000002,34.0,LOSS
Keyonte George,PRA,33.5,UNDER,22.626,-10.874,46.0,LOSS
