player,prop,book_line,model_prediction,edge,direction,source,prop_type,run_date,run_timestamp
Jake LaRavia,PRA,21.5,18.498,-3.001999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Bam Adebayo,PA,17.5,14.498,-3.0020000000000007,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Collin Gillespie,PRA,21.5,18.403,-3.0970000000000013,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Mark Williams,PTS,12.0,8.787,-3.212999999999999,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Devin Booker,PA,32.5,29.258,-3.242000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Zion Williamson,PTS,23.5,20.253,-3.247,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Giannis Antetokounmpo,PTS,31.5,28.152,-3.347999999999999,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Giannis Antetokounmpo,RA,16.0,12.616,-3.3840000000000003,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Mark Williams,PA,13.5,10.029,-3.471,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shai Gilgeous-Alexander,PR,36.0,32.5,-3.5,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Giannis Antetokounmpo,PA,36.0,32.488,-3.5120000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jamal Murray,PR,31.5,27.949,-3.5509999999999984,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Marcus Smart,PTS,12.0,8.431,-3.569000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Donte DiVincenzo,PR,21.5,17.915,-3.585000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Toumani Camara,PRA,23.0,19.365,-3.6350000000000016,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shai Gilgeous-Alexander,PA,37.5,33.856,-3.6439999999999984,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shai Gilgeous-Alexander,PTS,31.5,27.784,-3.716000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Devin Booker,PR,29.5,25.696,-3.8039999999999985,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Naz Reid,PTS,19.0,15.168,-3.8320000000000007,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Mike Conley,PA,11.5,7.663,-3.837,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Deandre Ayton,PA,16.5,12.593,-3.907,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Alperen Sengun,RA,15.0,11.076,-3.923999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shai Gilgeous-Alexander,PRA,42.5,38.572,-3.9279999999999977,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Bam Adebayo,PR,24.5,20.53,-3.969999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Johnson,PA,31.5,27.518,-3.9819999999999993,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Marcus Smart,PA,16.0,12.017,-3.983000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Bam Adebayo,PRA,27.5,23.514,-3.9860000000000007,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Deandre Ayton,PTS,15.5,11.187,-4.313000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Devin Booker,PRA,37.0,32.32,-4.68,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Johnson,PRA,41.5,36.819,-4.680999999999997,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Naz Reid,PA,22.5,17.472,-5.027999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Julius Randle,PTS,23.5,18.472,-5.027999999999999,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Mike Conley,PRA,14.5,9.353,-5.147,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Donte DiVincenzo,PRA,26.5,21.291,-5.209,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Mark Williams,PR,21.0,15.779,-5.221,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Zion Williamson,PR,30.0,24.7,-5.300000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shaedon Sharpe,PTS,25.0,19.633,-5.367000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Zion Williamson,PRA,34.0,28.505,-5.495000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shaedon Sharpe,PA,29.0,23.503,-5.497,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Giannis Antetokounmpo,PR,42.0,36.432,-5.567999999999998,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shaedon Sharpe,PRA,33.5,27.613,-5.8870000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Naz Reid,PR,27.5,21.608,-5.8919999999999995,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Mark Williams,PRA,23.0,17.021,-5.978999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jaden McDaniels,PA,18.5,12.488,-6.0120000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jaden McDaniels,PTS,16.5,10.368,-6.132,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Aaron Gordon,PTS,20.5,14.349,-6.151,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Julius Randle,PR,31.5,25.28,-6.219999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Alperen Sengun,PTS,22.0,15.5,-6.5,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Naz Reid,PRA,30.5,23.912,-6.588000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Julius Randle,PA,29.5,22.896,-6.603999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Deandre Ayton,PR,24.5,17.892,-6.6080000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Deandre Ayton,PRA,26.0,19.298,-6.702000000000002,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Giannis Antetokounmpo,PRA,47.5,40.768,-6.731999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shaedon Sharpe,PR,30.5,23.744,-6.756,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Aaron Gordon,PA,24.0,16.687,-7.312999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Julius Randle,PRA,37.5,29.704,-7.795999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Aaron Gordon,PR,27.5,19.685,-7.815000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jaden McDaniels,PRA,24.5,16.179,-8.321000000000002,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jaden McDaniels,PR,22.5,14.06,-8.44,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Alperen Sengun,PR,31.5,22.676,-8.824000000000002,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Alperen Sengun,PA,28.5,19.4,-9.1,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Aaron Gordon,PRA,31.5,22.023,-9.477,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Alperen Sengun,PRA,37.5,26.576,-10.924,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
