game_date,player,prop,model_prediction,book_line,proj_min,edge,actual,stat_AST,stat_PA,stat_PR,stat_PRA,stat_PTS,stat_RA,stat_REB,stat_STL,stat_TO
2026-01-12,RJ Barrett,PA,22.019,22.5,0,-0.4810000000000016,0.0,False,True,False,False,False,False,False,False,False
2026-01-12,RJ Barrett,AST,3.014,3.5,0,-0.4860000000000002,0.0,True,False,False,False,False,False,False,False,False
2026-01-12,Brook Lopez,TO,0.0,0.5,0,-0.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Rui Hachimura,TO,0.0,0.5,0,-0.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Jaxson Hayes,TO,0.0,0.5,0,-0.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Ryan Kalkbrenner,TO,0.0,0.5,0,-0.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Collin Sexton,PRA,17.996,18.5,0,-0.5040000000000013,0.0,False,False,False,True,False,False,False,False,False
2026-01-12,Collin Sexton,PR,14.993,15.5,0,-0.5069999999999997,0.0,False,False,True,False,False,False,False,False,False
2026-01-12,Anfernee Simons,RA,4.987,5.5,0,-0.5129999999999999,7.0,False,False,False,False,False,True,False,False,False
2026-01-12,Kris Dunn,PR,10.982,11.5,0,-0.5180000000000007,2.0,False,False,True,False,False,False,False,False,False
2026-01-12,Russell Westbrook,PA,21.953,22.5,0,-0.5470000000000006,29.0,False,True,False,False,False,False,False,False,False
2026-01-12,Joel Embiid,PRA,36.934,37.5,0,-0.5660000000000025,39.0,False,False,False,True,False,False,False,False,False
2026-01-12,Neemias Queta,REB,8.898,9.5,0,-0.6020000000000003,8.0,False,False,False,False,False,False,True,False,False
2026-01-12,Max Christie,REB,3.345,4.0,0,-0.6549999999999998,5.0,False,False,False,False,False,False,True,False,False
2026-01-12,Brandon Ingram,REB,4.825,5.5,0,-0.6749999999999998,10.0,False,False,False,False,False,False,True,False,False
2026-01-12,Sam Hauser,PTS,9.82,10.5,0,-0.6799999999999997,8.0,False,False,False,False,True,False,False,False,False
2026-01-12,Noah Clowney,PR,16.809,17.5,0,-0.690999999999999,15.0,False,False,True,False,False,False,False,False,False
2026-01-12,Quentin Grimes,PA,12.809,13.5,0,-0.6910000000000007,8.0,False,True,False,False,False,False,False,False,False
2026-01-12,Jarred Vanderbilt,RA,5.802,6.5,0,-0.6980000000000004,4.0,False,False,False,False,False,True,False,False,False
2026-01-12,Aaron Nesmith,PA,17.785,18.5,0,-0.7149999999999999,8.0,False,True,False,False,False,False,False,False,False
2026-01-12,Noah Clowney,PRA,18.778,19.5,0,-0.7220000000000013,17.0,False,False,False,True,False,False,False,False,False
2026-01-12,Brandon Miller,PR,21.701,22.5,0,-0.7989999999999995,19.0,False,False,True,False,False,False,False,False,False
2026-01-12,Jarrett Allen,PTS,12.695,13.5,0,-0.8049999999999997,8.0,False,False,False,False,True,False,False,False,False
2026-01-12,Jarred Vanderbilt,REB,4.143,5.0,0,-0.8570000000000002,4.0,False,False,False,False,False,False,True,False,False
2026-01-12,Quentin Grimes,PRA,16.637,17.5,0,-0.8629999999999995,12.0,False,False,False,True,False,False,False,False,False
2026-01-12,Scottie Barnes,PR,25.622,26.5,0,-0.8780000000000001,19.0,False,False,True,False,False,False,False,False,False
2026-01-12,Jaylon Tyson,RA,5.615,6.5,0,-0.8849999999999998,6.0,False,False,False,False,False,True,False,False,False
2026-01-12,LeBron James,PTS,21.6,22.5,0,-0.8999999999999986,22.0,False,False,False,False,True,False,False,False,False
2026-01-12,Maxime Raynaud,REB,6.539,7.5,0,-0.9610000000000004,4.0,False,False,False,False,False,False,True,False,False
2026-01-12,Neemias Queta,PA,11.518,12.5,0,-0.9819999999999992,17.0,False,True,False,False,False,False,False,False,False
2026-01-12,Sam Hauser,PA,11.473,12.5,0,-1.0269999999999992,9.0,False,True,False,False,False,False,False,False,False
2026-01-12,Anfernee Simons,PTS,14.457,15.5,0,-1.0429999999999993,16.0,False,False,False,False,True,False,False,False,False
2026-01-12,Noah Clowney,PTS,12.444,13.5,0,-1.0559999999999992,13.0,False,False,False,False,True,False,False,False,False
2026-01-12,Immanuel Quickley,PA,23.415,24.5,0,-1.0850000000000009,18.0,False,True,False,False,False,False,False,False,False
2026-01-12,Noah Clowney,PA,14.413,15.5,0,-1.0869999999999995,15.0,False,True,False,False,False,False,False,False,False
2026-01-12,Immanuel Quickley,PTS,17.407,18.5,0,-1.093,18.0,False,False,False,False,True,False,False,False,False
2026-01-12,Ryan Nembhard,PR,12.402,13.5,0,-1.0980000000000008,10.0,False,False,True,False,False,False,False,False,False
2026-01-12,LeBron James,AST,5.88,7.0,0,-1.12,3.0,True,False,False,False,False,False,False,False,False
2026-01-12,Collin Sexton,PA,15.378,16.5,0,-1.122,0.0,False,True,False,False,False,False,False,False,False
2026-01-12,Joel Embiid,PTS,24.375,25.5,0,-1.125,27.0,False,False,False,False,True,False,False,False,False
2026-01-12,RJ Barrett,PRA,26.357,27.5,0,-1.143000000000001,0.0,False,False,False,True,False,False,False,False,False
2026-01-12,Max Christie,RA,5.351,6.5,0,-1.149,7.0,False,False,False,False,False,True,False,False,False
2026-01-12,RJ Barrett,PR,23.343,24.5,0,-1.157,0.0,False,False,True,False,False,False,False,False,False
2026-01-12,James Harden,PTS,23.301,24.5,0,-1.1990000000000016,32.0,False,False,False,False,True,False,False,False,False
2026-01-12,Scottie Barnes,RA,12.297,13.5,0,-1.2029999999999994,7.0,False,False,False,False,False,True,False,False,False
2026-01-12,Evan Mobley,PTS,18.256,19.5,0,-1.2439999999999998,15.0,False,False,False,False,True,False,False,False,False
2026-01-12,James Harden,RA,11.255,12.5,0,-1.2449999999999992,14.0,False,False,False,False,False,True,False,False,False
2026-01-12,Miles Bridges,PA,22.245,23.5,0,-1.254999999999999,12.0,False,True,False,False,False,False,False,False,False
2026-01-12,LeBron James,RA,12.243,13.5,0,-1.2569999999999997,7.0,False,False,False,False,False,True,False,False,False
2026-01-12,Pascal Siakam,PTS,23.228,24.5,0,-1.2719999999999985,21.0,False,False,False,False,True,False,False,False,False
2026-01-12,Neemias Queta,PR,19.132,20.5,0,-1.3679999999999986,23.0,False,False,True,False,False,False,False,False,False
2026-01-12,Anfernee Simons,PA,17.129,18.5,0,-1.3709999999999989,20.0,False,True,False,False,False,False,False,False,False
2026-01-12,Jaylon Tyson,PA,11.091,12.5,0,-1.4090000000000007,13.0,False,True,False,False,False,False,False,False,False
2026-01-12,Aaron Nesmith,PRA,23.059,24.5,0,-1.440999999999999,13.0,False,False,False,True,False,False,False,False,False
2026-01-12,Daniel Gafford,PR,17.026,18.5,0,-1.4740000000000002,0.0,False,False,True,False,False,False,False,False,False
2026-01-12,Brandon Miller,PRA,25.02,26.5,0,-1.4800000000000004,24.0,False,False,False,True,False,False,False,False,False
2026-01-12,Noah Clowney,TO,0.0,1.5,0,-1.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,DeMar DeRozan,TO,0.0,1.5,0,-1.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Naji Marshall,TO,0.0,1.5,0,-1.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Collin Sexton,TO,0.0,1.5,0,-1.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,VJ Edgecombe,TO,0.0,1.5,0,-1.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,LeBron James,PR,27.963,29.5,0,-1.536999999999999,26.0,False,False,True,False,False,False,False,False,False
2026-01-12,Cooper Flagg,RA,10.906,12.5,0,-1.5939999999999994,10.0,False,False,False,False,False,True,False,False,False
2026-01-12,Evan Mobley,PA,21.897,23.5,0,-1.6030000000000015,23.0,False,True,False,False,False,False,False,False,False
2026-01-12,Sam Hauser,PR,12.891,14.5,0,-1.609,16.0,False,False,True,False,False,False,False,False,False
2026-01-12,Pascal Siakam,PRA,33.884,35.5,0,-1.6159999999999997,35.0,False,False,False,True,False,False,False,False,False
2026-01-12,Maxime Raynaud,RA,7.876,9.5,0,-1.6239999999999997,5.0,False,False,False,False,False,True,False,False,False
2026-01-12,Cam Thomas,PTS,12.87,14.5,0,-1.6300000000000008,0.0,False,False,False,False,True,False,False,False,False
2026-01-12,Klay Thompson,PRA,15.787,17.5,0,-1.7129999999999992,21.0,False,False,False,True,False,False,False,False,False
2026-01-12,Scottie Barnes,PRA,30.787,32.5,0,-1.713000000000001,22.0,False,False,False,True,False,False,False,False,False
2026-01-12,Klay Thompson,PA,12.776,14.5,0,-1.7240000000000002,19.0,False,True,False,False,False,False,False,False,False
2026-01-12,Anfernee Simons,PR,16.772,18.5,0,-1.7280000000000015,19.0,False,False,True,False,False,False,False,False,False
2026-01-12,Russell Westbrook,RA,11.739,13.5,0,-1.7609999999999992,12.0,False,False,False,False,False,True,False,False,False
2026-01-12,Daniel Gafford,PA,9.724,11.5,0,-1.7759999999999998,0.0,False,True,False,False,False,False,False,False,False
2026-01-12,Daniel Gafford,PTS,8.721,10.5,0,-1.779,0.0,False,False,False,False,True,False,False,False,False
2026-01-12,Marcus Smart,PTS,7.672,9.5,0,-1.8280000000000003,1.0,False,False,False,False,True,False,False,False,False
2026-01-12,Payton Pritchard,RA,10.142,12.0,0,-1.8580000000000003,12.0,False,False,False,False,False,True,False,False,False
2026-01-12,Brandon Miller,PA,19.64,21.5,0,-1.8599999999999992,18.0,False,True,False,False,False,False,False,False,False
2026-01-12,Kon Knueppel,RA,6.136,8.0,0,-1.864,9.0,False,False,False,False,False,True,False,False,False
2026-01-12,Brice Sensabaugh,PA,12.586,14.5,0,-1.9139999999999997,8.0,False,True,False,False,False,False,False,False,False
2026-01-12,Aaron Nesmith,PTS,14.585,16.5,0,-1.9149999999999991,6.0,False,False,False,False,True,False,False,False,False
2026-01-12,Pascal Siakam,PA,26.565,28.5,0,-1.9349999999999987,27.0,False,True,False,False,False,False,False,False,False
2026-01-12,Brook Lopez,PTS,3.564,5.5,0,-1.936,9.0,False,False,False,False,True,False,False,False,False
2026-01-12,Pascal Siakam,PR,30.546,32.5,0,-1.9540000000000008,29.0,False,False,True,False,False,False,False,False,False
2026-01-12,Sam Hauser,PRA,14.544,16.5,0,-1.9559999999999995,17.0,False,False,False,True,False,False,False,False,False
2026-01-12,James Harden,PA,30.523,32.5,0,-1.9770000000000003,42.0,False,True,False,False,False,False,False,False,False
2026-01-12,Keyonte George,RA,8.518,10.5,0,-1.981999999999999,14.0,False,False,False,False,False,True,False,False,False
2026-01-12,Brook Lopez,PA,4.497,6.5,0,-2.003,10.0,False,True,False,False,False,False,False,False,False
2026-01-12,Marcus Smart,PA,10.494,12.5,0,-2.006,3.0,False,True,False,False,False,False,False,False,False
2026-01-12,Marcus Smart,PR,11.485,13.5,0,-2.015000000000001,3.0,False,False,True,False,False,False,False,False,False
2026-01-12,Cam Thomas,PRA,17.456,19.5,0,-2.0440000000000005,0.0,False,False,False,True,False,False,False,False,False
2026-01-12,Anfernee Simons,PRA,19.444,21.5,0,-2.056000000000001,23.0,False,False,False,True,False,False,False,False,False
2026-01-12,Brice Sensabaugh,PRA,16.419,18.5,0,-2.0809999999999995,8.0,False,False,False,True,False,False,False,False,False
2026-01-12,Neemias Queta,PRA,20.416,22.5,0,-2.0839999999999996,25.0,False,False,False,True,False,False,False,False,False
2026-01-12,Cam Thomas,PR,15.408,17.5,0,-2.0920000000000005,0.0,False,False,True,False,False,False,False,False,False
2026-01-12,Joel Embiid,PR,32.405,34.5,0,-2.094999999999999,35.0,False,False,True,False,False,False,False,False,False
2026-01-12,Brandon Miller,PTS,16.321,18.5,0,-2.1789999999999985,13.0,False,False,False,False,True,False,False,False,False
2026-01-12,Marcus Smart,PRA,14.308,16.5,0,-2.192,5.0,False,False,False,True,False,False,False,False,False
2026-01-12,Brandon Ingram,RA,6.303,8.5,0,-2.197,17.0,False,False,False,False,False,True,False,False,False
2026-01-12,Brice Sensabaugh,PTS,10.235,12.5,0,-2.265000000000001,7.0,False,False,False,False,True,False,False,False,False
2026-01-12,Immanuel Quickley,PRA,26.197,28.5,0,-2.303000000000001,24.0,False,False,False,True,False,False,False,False,False
2026-01-12,Immanuel Quickley,PR,20.189,22.5,0,-2.311,24.0,False,False,True,False,False,False,False,False,False
2026-01-12,Brice Sensabaugh,PR,14.068,16.5,0,-2.4320000000000004,7.0,False,False,True,False,False,False,False,False,False
2026-01-12,Brook Lopez,PR,6.051,8.5,0,-2.449,13.0,False,False,True,False,False,False,False,False,False
2026-01-12,Ivica Zubac,REB,8.547,11.0,0,-2.4529999999999994,11.0,False,False,False,False,False,False,True,False,False
2026-01-12,Naji Marshall,REB,3.011,5.5,0,-2.489,4.0,False,False,False,False,False,False,True,False,False
2026-01-12,Jaylon Tyson,PRA,15.004,17.5,0,-2.4960000000000004,17.0,False,False,False,True,False,False,False,False,False
2026-01-12,Andrew Nembhard,TO,0.0,2.5,0,-2.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Brandon Ingram,TO,0.0,2.5,0,-2.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Scottie Barnes,TO,0.0,2.5,0,-2.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Tyrese Maxey,TO,0.0,2.5,0,-2.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Brandon Miller,TO,0.0,2.5,0,-2.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,Brook Lopez,PRA,6.984,9.5,0,-2.516,14.0,False,False,False,True,False,False,False,False,False
2026-01-12,Donovan Mitchell,PR,30.981,33.5,0,-2.5189999999999984,24.0,False,False,True,False,False,False,False,False,False
2026-01-12,Klay Thompson,PR,13.977,16.5,0,-2.5229999999999997,20.0,False,False,True,False,False,False,False,False,False
2026-01-12,Klay Thompson,PTS,10.965,13.5,0,-2.535,18.0,False,False,False,False,True,False,False,False,False
2026-01-12,Cam Thomas,PA,14.917,17.5,0,-2.583,0.0,False,True,False,False,False,False,False,False,False
2026-01-12,Aaron Nesmith,PR,19.86,22.5,0,-2.640000000000001,11.0,False,False,True,False,False,False,False,False,False
2026-01-12,LeBron James,PRA,33.842,36.5,0,-2.6580000000000013,29.0,False,False,False,True,False,False,False,False,False
2026-01-12,LaMelo Ball,PA,23.835,26.5,0,-2.664999999999999,30.0,False,True,False,False,False,False,False,False,False
2026-01-12,Naji Marshall,RA,5.813,8.5,0,-2.6870000000000003,13.0,False,False,False,False,False,True,False,False,False
2026-01-12,Evan Mobley,REB,5.775,8.5,0,-2.7249999999999996,9.0,False,False,False,False,False,False,True,False,False
2026-01-12,Zach LaVine,PTS,16.704,19.5,0,-2.7959999999999994,19.0,False,False,False,False,True,False,False,False,False
2026-01-12,Ivica Zubac,RA,10.602,13.5,0,-2.8979999999999997,13.0,False,False,False,False,False,True,False,False,False
2026-01-12,Donovan Mitchell,PRA,36.586,39.5,0,-2.9140000000000015,26.0,False,False,False,True,False,False,False,False,False
2026-01-12,LaMelo Ball,RA,8.529,11.5,0,-2.971,14.0,False,False,False,False,False,True,False,False,False
2026-01-12,LeBron James,PA,27.479,30.5,0,-3.021000000000001,25.0,False,True,False,False,False,False,False,False,False
2026-01-12,Donovan Mitchell,PTS,26.477,29.5,0,-3.0229999999999997,21.0,False,False,False,False,True,False,False,False,False
2026-01-12,Evan Mobley,RA,9.416,12.5,0,-3.0839999999999996,17.0,False,False,False,False,False,True,False,False,False
2026-01-12,LaMelo Ball,AST,4.398,7.5,0,-3.1020000000000003,5.0,True,False,False,False,False,False,False,False,False
2026-01-12,Deandre Ayton,PTS,10.378,13.5,0,-3.122,13.0,False,False,False,False,True,False,False,False,False
2026-01-12,James Harden,PR,27.333,30.5,0,-3.1670000000000016,36.0,False,False,True,False,False,False,False,False,False
2026-01-12,Ryan Nembhard,AST,3.288,6.5,0,-3.212,8.0,True,False,False,False,False,False,False,False,False
2026-01-12,Zach LaVine,PA,19.165,22.5,0,-3.335000000000001,20.0,False,True,False,False,False,False,False,False,False
2026-01-12,Donovan Mitchell,PA,32.082,35.5,0,-3.4179999999999993,23.0,False,True,False,False,False,False,False,False,False
2026-01-12,Maxime Raynaud,PA,10.038,13.5,0,-3.4619999999999997,12.0,False,True,False,False,False,False,False,False,False
2026-01-12,LaMelo Ball,TO,0.0,3.5,0,-3.5,0.0,False,False,False,False,False,False,False,False,True
2026-01-12,LaMelo Ball,PRA,27.966,31.5,0,-3.533999999999999,39.0,False,False,False,True,False,False,False,False,False
2026-01-12,Ivica Zubac,PA,13.96,17.5,0,-3.539999999999999,11.0,False,True,False,False,False,False,False,False,False
2026-01-12,Ryan Nembhard,RA,5.935,9.5,0,-3.5650000000000004,9.0,False,False,False,False,False,True,False,False,False
2026-01-12,Ivica Zubac,PTS,11.906,15.5,0,-3.5939999999999994,9.0,False,False,False,False,True,False,False,False,False
2026-01-12,De'Andre Hunter,PRA,13.86,17.5,0,-3.640000000000001,5.0,False,False,False,True,False,False,False,False,False
2026-01-12,De'Andre Hunter,PA,9.843,13.5,0,-3.657,5.0,False,True,False,False,False,False,False,False,False
2026-01-12,De'Andre Hunter,PR,11.78,15.5,0,-3.7200000000000006,2.0,False,False,True,False,False,False,False,False,False
2026-01-12,De'Andre Hunter,PTS,7.764,11.5,0,-3.736,2.0,False,False,False,False,True,False,False,False,False
2026-01-12,Maxime Raynaud,PTS,8.7,12.5,0,-3.8000000000000007,11.0,False,False,False,False,True,False,False,False,False
2026-01-12,James Harden,PRA,34.555,38.5,0,-3.945,46.0,False,False,False,True,False,False,False,False,False
2026-01-12,Zach LaVine,PR,19.375,23.5,0,-4.125,23.0,False,False,True,False,False,False,False,False,False
2026-01-12,Malik Monk,PTS,8.325,12.5,0,-4.175000000000001,26.0,False,False,False,False,True,False,False,False,False
2026-01-12,Ryan Nembhard,PA,13.042,17.5,0,-4.458,17.0,False,True,False,False,False,False,False,False,False
2026-01-12,Evan Mobley,PR,24.03,28.5,0,-4.469999999999999,24.0,False,False,True,False,False,False,False,False,False
2026-01-12,Zach LaVine,PRA,21.836,26.5,0,-4.6640000000000015,24.0,False,False,False,True,False,False,False,False,False
2026-01-12,Cooper Flagg,PA,22.735,27.5,0,-4.765000000000001,32.0,False,True,False,False,False,False,False,False,False
2026-01-12,Naji Marshall,PTS,10.708,15.5,0,-4.792,22.0,False,False,False,False,True,False,False,False,False
2026-01-12,Ryan Nembhard,PRA,15.69,20.5,0,-4.8100000000000005,18.0,False,False,False,True,False,False,False,False,False
2026-01-12,Evan Mobley,PRA,27.672,32.5,0,-4.827999999999999,32.0,False,False,False,True,False,False,False,False,False
2026-01-12,Maxime Raynaud,PRA,16.577,21.5,0,-4.922999999999998,16.0,False,False,False,True,False,False,False,False,False
2026-01-12,Cooper Flagg,PTS,17.523,22.5,0,-4.977,27.0,False,False,False,False,True,False,False,False,False
2026-01-12,Ivica Zubac,PR,20.453,25.5,0,-5.047000000000001,20.0,False,False,True,False,False,False,False,False,False
2026-01-12,Malik Monk,PR,11.425,16.5,0,-5.074999999999999,27.0,False,False,True,False,False,False,False,False,False
2026-01-12,Maxime Raynaud,PR,15.239,20.5,0,-5.260999999999999,15.0,False,False,True,False,False,False,False,False,False
2026-01-12,Deandre Ayton,PR,17.198,22.5,0,-5.302,26.0,False,False,True,False,False,False,False,False,False
2026-01-12,Payton Pritchard,PTS,17.179,22.5,0,-5.3210000000000015,23.0,False,False,False,False,True,False,False,False,False
2026-01-12,Deandre Ayton,PRA,18.053,23.5,0,-5.446999999999999,27.0,False,False,False,True,False,False,False,False,False
2026-01-12,Derrick White,PR,23.985,29.5,0,-5.515000000000001,22.0,False,False,True,False,False,False,False,False,False
2026-01-12,Naji Marshall,PA,13.511,19.5,0,-5.989000000000001,31.0,False,True,False,False,False,False,False,False,False
2026-01-12,Payton Pritchard,PR,22.186,28.5,0,-6.314,27.0,False,False,True,False,False,False,False,False,False
2026-01-12,Malik Monk,PRA,13.074,19.5,0,-6.426,35.0,False,False,False,True,False,False,False,False,False
2026-01-12,Derrick White,PTS,17.983,24.5,0,-6.5169999999999995,18.0,False,False,False,False,True,False,False,False,False
2026-01-12,Malik Monk,PA,9.973,16.5,0,-6.526999999999999,34.0,False,True,False,False,False,False,False,False,False
2026-01-12,Kon Knueppel,PTS,11.845,18.5,0,-6.654999999999999,18.0,False,False,False,False,True,False,False,False,False
2026-01-12,Kon Knueppel,PR,15.672,22.5,0,-6.827999999999999,23.0,False,False,True,False,False,False,False,False,False
2026-01-12,Derrick White,PRA,28.645,35.5,0,-6.855,27.0,False,False,False,True,False,False,False,False,False
2026-01-12,Cooper Flagg,PRA,28.429,35.5,0,-7.0710000000000015,37.0,False,False,False,True,False,False,False,False,False
2026-01-12,Payton Pritchard,PA,22.313,29.5,0,-7.187000000000001,31.0,False,True,False,False,False,False,False,False,False
2026-01-12,Cooper Flagg,PR,23.217,30.5,0,-7.283000000000001,32.0,False,False,True,False,False,False,False,False,False
2026-01-12,Kon Knueppel,PA,14.153,21.5,0,-7.347,22.0,False,True,False,False,False,False,False,False,False
2026-01-12,Naji Marshall,PR,13.719,21.5,0,-7.781000000000001,26.0,False,False,True,False,False,False,False,False,False
2026-01-12,Derrick White,PA,22.642,30.5,0,-7.858,23.0,False,True,False,False,False,False,False,False,False
2026-01-12,Naji Marshall,PRA,16.522,24.5,0,-7.9780000000000015,35.0,False,False,False,True,False,False,False,False,False
2026-01-12,Brandon Ingram,PTS,12.401,20.5,0,-8.099,17.0,False,False,False,False,True,False,False,False,False
2026-01-12,Payton Pritchard,PRA,27.321,35.5,0,-8.178999999999998,35.0,False,False,False,True,False,False,False,False,False
2026-01-12,Keyonte George,PTS,14.108,22.5,0,-8.392,32.0,False,False,False,False,True,False,False,False,False
2026-01-12,Kon Knueppel,PRA,17.981,26.5,0,-8.518999999999998,27.0,False,False,False,True,False,False,False,False,False
2026-01-12,Kawhi Leonard,PA,20.494,29.5,0,-9.006,38.0,False,True,False,False,False,False,False,False,False
2026-01-12,Keyonte George,PR,17.488,26.5,0,-9.012,37.0,False,False,True,False,False,False,False,False,False
2026-01-12,Brandon Ingram,PR,17.227,26.5,0,-9.273,27.0,False,False,True,False,False,False,False,False,False
2026-01-12,Kawhi Leonard,PR,23.164,32.5,0,-9.336,40.0,False,False,True,False,False,False,False,False,False
2026-01-12,Kawhi Leonard,PTS,17.062,26.5,0,-9.438,35.0,False,False,False,False,True,False,False,False,False
2026-01-12,Brandon Ingram,PA,13.88,23.5,0,-9.62,24.0,False,True,False,False,False,False,False,False,False
2026-01-12,Kawhi Leonard,PRA,26.595,36.5,0,-9.905,43.0,False,False,False,True,False,False,False,False,False
2026-01-12,Keyonte George,PA,19.246,29.5,0,-10.254,41.0,False,True,False,False,False,False,False,False,False
2026-01-12,Brandon Ingram,PRA,18.705,29.5,0,-10.795000000000002,34.0,False,False,False,True,False,False,False,False,False
2026-01-12,Keyonte George,PRA,22.626,33.5,0,-10.874,46.0,False,False,False,True,False,False,False,False,False
